Strikes,stock,DELTA_CALL,DELTA_PUT,GAMMA_CALL,GAMMA_PUT,VEGA_CALL,VEGA_PUT,THETA_CALL,THETA_PUT,RHO_CALL,RHO_PUT
50.0,100,0.9957436441904974,-0.0046321173337852085,0.0017259635580950284,-4.6321173337852094e-05,1.6447086017791552,1.3695907248122812,-7.85175236538158,-0.18467760081170564,47.04780733580532,-0.5136638892303856
51.0,100,0.9947817010000629,-0.0055940605242193395,0.0017355829899993694,-5.594060524219339e-05,1.8937233008933585,1.6186054239264847,-7.837288601073517,-0.21774822942719313,47.89173808122235,-0.6209625683140662
52.0,100,0.9936057814433503,-0.00676998008093222,0.001747342185566498,-6.769980080932219e-05,2.191299521160599,1.9161816441937256,-7.829148825762004,-0.25713749970384664,48.712078336911766,-0.7518517371253643
53.0,100,0.9922578354185173,-0.00811792610576526,0.001760821645814829,-8.11792610576526e-05,2.523218342666846,2.248100465699973,-7.825424698409499,-0.30093635136207325,49.51272814351401,-0.9024313550238274
54.0,100,0.9908854017230823,-0.0094903598012001,0.0017745459827691785,-9.490359801200101e-05,2.8531611776718844,2.5780433007050103,-7.821416128320408,-0.3444442058309096,50.30824131122396,-1.0581476118145943
55.0,100,0.9894843305437439,-0.010891430980538502,0.0017885566945625598,-0.00010891430980538502,3.1801684493100932,2.9050505723432196,-7.816937680831873,-0.3874766403914101,51.098617840041605,-1.219000507497665
56.0,100,0.9874246935784939,-0.012951067945788293,0.001809153064215057,-0.00012951067945788297,3.6495320624226326,3.3744141854557586,-7.830679989516311,-0.44872202130333183,51.81993511264049,-1.4489126593994877
57.0,100,0.985272874439189,-0.015102887085093466,0.0018306712556081094,-0.00015102887085093465,4.126356260650398,3.851238383683523,-7.8452616440890175,-0.5107979123875551,52.52841078800863,-1.6916664085320698
58.0,100,0.9833023665777553,-0.0170733949465273,0.0018503763342224485,-0.00017073394946527304,4.551908233785266,4.276790356818392,-7.853242643313884,-0.5662641927720184,53.25134515062917,-1.9199614704122414
59.0,100,0.9809127859025597,-0.0194629756217226,0.0018742721409744014,-0.000194629756217226,5.055344325741944,4.78022644877507,-7.871022263578819,-0.6315187856923923,53.928144886161434,-2.1943911593806975
60.0,100,0.9781400155813075,-0.02223574594297489,0.001901999844186926,-0.00022235745942974884,5.623121863875664,5.34800398690879,-7.896742445926376,-0.7047039284187903,54.562519789360955,-2.5112456806818853
61.0,100,0.9748554657231424,-0.025520295801140055,0.001934845342768576,-0.00025520295801140057,6.275979637879286,6.000861760912413,-7.93289397049908,-0.7883092837041105,55.14115264828474,-2.8838422462588147
62.0,100,0.9718169916492355,-0.02855876987504691,0.0019652300835076445,-0.00028558769875046907,6.866070585713048,6.590952708746175,-7.961159024152876,-0.8640136259487858,55.73842960392874,-3.2377947151155304
63.0,100,0.9684848942152225,-0.031890867309059934,0.0019985510578477738,-0.0003189086730905994,7.492406141884867,7.217288264917993,-7.99361772383193,-0.9439006373484737,56.30184279206051,-3.6256109514844717
64.0,100,0.9648568559474188,-0.03551890557686362,0.0020348314405258102,-0.00035518905576863613,8.155257654196864,7.880139777229991,-8.030344670735184,-1.0280427007043567,56.830250737370655,-4.048432430675039
65.0,100,0.9617276578724084,-0.038648103651873926,0.0020661234212759156,-0.0003864810365187393,8.711887888939051,8.436770011972177,-8.053915219518938,-1.0990145837393448,57.40289085092009,-4.427021741626323
66.0,100,0.957490582759965,-0.0428851787643172,0.0021084941724003473,-0.000428851787643172,9.443541025148734,9.168423148181859,-8.098481957226431,-1.190968895621998,57.859100482910634,-4.922041534136495
67.0,100,0.9518621346304705,-0.04851362689381182,0.0021647786536952924,-0.0004851362689381182,10.388134572881013,10.113016695914139,-8.168414761501822,-1.3082706500565535,58.16853541470071,-5.5638360268471265
68.0,100,0.9465355058797403,-0.05384025564454199,0.0022180449412025948,-0.0005384025564454199,11.25516160582304,10.980043728856165,-8.228636868508143,-1.415841458505478,58.499848623254316,-6.183752242794242
69.0,100,0.941257942139578,-0.05911781938470432,0.002270820578604219,-0.0005911781938470432,12.08759427576956,11.812476398802684,-8.28429364329025,-1.5188284752052688,58.82849838941931,-6.806331901129959
70.0,100,0.9337875215824148,-0.06658823994186752,0.00234552478417585,-0.0006658823994186752,13.23039222096064,12.955274343993768,-8.376000906577284,-1.6578435468571104,58.92866284781923,-7.657396867230749
71.0,100,0.9279622870013641,-0.07241347452291824,0.002403777129986357,-0.0007241347452291824,14.096852067530495,13.821734190563623,-8.4350043564938,-1.7641293970565102,59.18292647298828,-8.354362666562421
72.0,100,0.9228602768681917,-0.07751548465609069,0.0024547972313180818,-0.0007751548465609067,14.829123210466106,14.55400533349923,-8.47783000382944,-1.8542211367346402,59.502824928447865,-8.985693635603546
73.0,100,0.9158275609662586,-0.08454820055802371,0.0025251243903374127,-0.0008454820055802372,15.805890257121856,15.53077238015498,-8.548110767082322,-1.971746813258768,59.62096762297085,-9.81878036558127
74.0,100,0.9091156017970431,-0.09126015972723929,0.002592243982029569,-0.0009126015972723929,16.708201027278335,16.43308315031146,-8.609289180878088,-2.0801475932812874,59.76193982368186,-10.629037589370977
75.0,100,0.9002572781569993,-0.10011848336728313,0.002680827218430008,-0.0010011848336728313,17.85719745286171,17.582079575894834,-8.697264598518572,-2.2153197249043814,59.67775601961354,-11.664450817940004
76.0,100,0.8914264975120907,-0.1089492640121918,0.0027691350248790934,-0.0010894926401219178,18.96487792078152,18.68976004381465,-8.779784154878879,-2.345006546725513,59.584250167185125,-12.709186094869139
77.0,100,0.8832084171108812,-0.11716734441340115,0.002851315828891186,-0.0011716734441340115,19.959740291065813,19.684622414098943,-8.849015777938657,-2.461377573585585,59.54058873660054,-13.704076949954437
78.0,100,0.8742110567946139,-0.1261647047296685,0.0029412894320538603,-0.0012616470472966849,21.008018826334084,20.73290094936721,-8.922880731125135,-2.5823567013120234,59.40865321542229,-14.7872418956334
79.0,100,0.8665946309178307,-0.1337811306064517,0.003017453690821694,-0.0013378113060645168,21.861892676578034,21.58677479961116,-8.975040113397144,-2.6816034118904732,59.40380194535734,-15.743322590199067
80.0,100,0.8563091744115171,-0.14406658711276518,0.0031203082558848285,-0.0014406658711276523,22.973611017414576,22.6984931404477,-9.053092837148938,-2.8067160636133313,59.12081119156838,-16.977542768488743
81.0,100,0.8477304284279742,-0.15264533309630823,0.0032060957157202573,-0.001526453330963082,23.865057544949497,23.589939667982627,-9.107219616144368,-2.90787442148184,58.996865997555936,-18.052717387001902
82.0,100,0.8386561988405011,-0.16171956268378126,0.003296838011594988,-0.0016171956268378126,24.769630419269994,24.494512542303124,-9.161375908394005,-3.0090360550466286,58.81261285803015,-19.188199951028405
83.0,100,0.8290832021755791,-0.17129255934870333,0.0033925679782442096,-0.001712925593487033,25.68660590426133,25.41148802729445,-9.215491660952278,-3.1101282326461153,58.56662492885426,-20.385417304705
84.0,100,0.8191489696407618,-0.18122679188352056,0.0034919103035923804,-0.0018122679188352052,26.596214598858055,26.321096721891184,-9.26724908522517,-3.208835118190519,58.27345602022314,-21.62981563783684
85.0,100,0.8076546352424615,-0.19272112628182084,0.003606853647575383,-0.0019272112628182085,27.605087880743476,27.329970003776605,-9.326761120834592,-3.3152641615425122,57.81096827403089,-23.043532808529797
86.0,100,0.7969194754954037,-0.20345628602887883,0.0037142052450459652,-0.0020345628602887887,28.506511946323126,28.231394069356252,-9.374608463409718,-3.4099964785583174,57.41126166985569,-24.39446883720571
87.0,100,0.7863102608438741,-0.2140655006804082,0.0038202973915612585,-0.002140655006804082,29.35703669117546,29.08191881420859,-9.416094627272404,-3.4983362089076318,57.01126969685314,-25.745690234708974
88.0,100,0.7758232045137091,-0.22455255701057317,0.003925167954862908,-0.002245525570105732,30.155833214706277,29.880715337739407,-9.451014604267769,-3.580081355491645,56.611848461505296,-27.096340894557542
89.0,100,0.7617629480577887,-0.23861281346649366,0.004065770519422112,-0.0023861281346649367,31.173663476101982,30.89854559913511,-9.501611370610199,-3.6774697504691636,55.84135262765972,-28.818066152903832
90.0,100,0.7515503354092457,-0.24882542611503672,0.004167896645907542,-0.002488254261150367,31.87559518352328,31.600477306556396,-9.524769842740968,-3.7473853085069444,55.441455777599614,-30.169192427464647
91.0,100,0.7396660525742061,-0.26070970895007617,0.004286739474257938,-0.0026070970895007615,32.64703480022886,32.371916923261985,-9.550569843695477,-3.8199144160129648,54.862918041618286,-31.698959587946693
92.0,100,0.7267846135830605,-0.273591147941222,0.004415553864169394,-0.0027359114794122197,33.43665284296152,33.16153496599464,-9.574813398951498,-3.890852813019818,54.17061326646666,-33.342493787599025
93.0,100,0.7158700604437981,-0.28450570108048445,0.004524699395562019,-0.002845057010804844,34.06368680229557,33.7885689253287,-9.585130299387396,-3.947833999054437,53.66246650789838,-34.80186997066802
94.0,100,0.7022637915704814,-0.298111969953801,0.004660762084295185,-0.00298111969953801,34.799826080309394,34.52470820334251,-9.599040621827042,-4.008375140583826,52.87142411848359,-36.54414178458353
95.0,100,0.6895876432570666,-0.31078811826721564,0.004787523567429332,-0.003107881182672157,35.44193562936834,35.166817752401464,-9.604181063822308,-4.060113043760841,52.15971426307215,-38.207081064495675
96.0,100,0.6767823302845407,-0.3235934312397417,0.004915576697154593,-0.0032359343123974176,36.045579461633174,35.7704615846663,-9.603601235195892,-4.106096760760853,51.4211797378898,-39.896845014178744
97.0,100,0.661726440910358,-0.3386493206139244,0.005066135590896419,-0.0033864932061392437,36.701758064340076,36.42664018737319,-9.60034805583807,-4.149373020999799,50.44360125833041,-41.825652918238845
98.0,100,0.6489295346922817,-0.3514462268320006,0.0051941046530771815,-0.0035144622683200067,37.215332123538325,36.94021424657145,-9.587735379903055,-4.183253876390481,49.67719571101019,-43.54328789005978
99.0,100,0.6360901593365641,-0.36428560218771827,0.005322498406634358,-0.003642856021877183,37.686111621535325,37.410993744568444,-9.569120666452122,-4.211101993560941,48.8939534028763,-45.27775962269439
100.0,100,0.6231222105769757,-0.3772535509473068,0.0054521778942302436,-0.003772535509473068,38.11755284235897,37.8424349653921,-9.544622661698048,-4.233034615373904,48.08464740851109,-47.03829504156031
101.0,100,0.6094459957106507,-0.39092976581363165,0.005588940042893492,-0.003909297658136315,38.52500301438696,38.24988513742008,-9.513628748025061,-4.248439916167673,47.19163322478982,-48.8825386497823
102.0,100,0.596120175337609,-0.40425558618667345,0.00572219824662391,-0.004042555861866735,38.879368646016054,38.60425076904918,-9.477110721269629,-4.25828761822079,46.319926580177366,-50.70547471889546
103.0,100,0.5830547718724477,-0.4173209896518345,0.0058528522812755215,-0.004173209896518347,39.18662659709826,38.91150872013139,-9.435483875502312,-4.262994544414083,45.46115665573812,-52.51547406783542
104.0,100,0.5704526672216599,-0.4299230943026224,0.005978873327783399,-0.0042992309430262225,39.44168361651312,39.166565739546236,-9.38896668975301,-4.262780731647876,44.6362504988111,-54.29160964926316
105.0,100,0.5594184394057067,-0.4409573221185758,0.006089215605942933,-0.004409573221185757,39.629404557736045,39.35428668076918,-9.340755711672962,-4.260845462162607,43.95678732089025,-55.92230225168473
106.0,100,0.5441673872698457,-0.45620837425443667,0.006241726127301541,-0.004562083742544366,39.840405860882136,39.565287983915255,-9.275594624737902,-4.241928775138979,42.84280254185746,-57.98751645521823
107.0,100,0.5329224424323102,-0.4674533190919721,0.006354175575676896,-0.00467453319091972,39.96091338684319,39.68579550987631,-9.217501195507165,-4.230049937839396,42.117204736848315,-59.66434368472808
108.0,100,0.518401308767878,-0.48197445275640416,0.006499386912321218,-0.004819744527564042,40.07139406187338,39.796276184906496,-9.142121295595164,-4.200855440615814,41.05201802729241,-61.68075981878469
